,asf_file,image_datetime,date,minLON,minLAT,maxLON,maxLAT,widthpx,heightpx,datetime_lower,datetime_upper,ais_file
11,S1A_IW_GRDH_1SDV_20211208T135245_20211208T135310_040918_04DBF1_F1B6.tif,2021-12-08 13:52:57.500,2021-12-08,-118.46678356733894,33.427353497265514,-117.83922050985304,33.8969927278032,6986,5228,2021-12-08 13:42:57.500,2021-12-08 14:02:57.500,AIS_2021_12_08.csv
12,S1A_IW_GRDH_1SDV_20211220T135245_20211220T135310_041093_04E1C6_9B22.tif,2021-12-20 13:52:57.500,2021-12-20,-118.4667034543672,33.42734814807121,-117.83932005993813,33.8969873786089,6984,5228,2021-12-20 13:42:57.500,2021-12-20 14:02:57.500,AIS_2021_12_20.csv
13,S1A_IW_GRDH_1SDV_20220106T015816_20220106T015845_041334_04E9F0_9CB1.tif,2022-01-06 01:58:30.500,2022-01-06,-118.41512949825322,33.490150524035,-118.01753515350192,33.814711836187385,4426,3613,2022-01-06 01:48:30.500,2022-01-06 02:08:30.500,AIS_2022_01_06.csv
14,S1A_IW_GRDH_1SDV_20220118T015815_20220118T015844_041509_04EFA6_4EC3.tif,2022-01-18 01:58:29.500,2022-01-18,-118.41509951645654,33.49007459100104,-118.01660685642112,33.814905397738656,4436,3616,2022-01-18 01:48:29.500,2022-01-18 02:08:29.500,AIS_2022_01_18.csv
15,S1A_IW_GRDH_1SDV_20220206T135243_20220206T135308_041793_04F965_B6A2.tif,2022-02-06 13:52:55.500,2022-02-06,-118.46680351245745,33.42736526271852,-117.83933028649996,33.897004493256205,6985,5228,2022-02-06 13:42:55.500,2022-02-06 14:02:55.500,AIS_2022_02_06.csv
16,S1A_IW_GRDH_1SDV_20220223T015815_20220223T015844_042034_0501C7_803B.tif,2022-02-23 01:58:29.500,2022-02-23,-118.41517224211452,33.490143842129,-118.01847621264734,33.81461532275297,4416,3612,2022-02-23 01:48:29.500,2022-02-23 02:08:29.500,AIS_2022_02_23.csv
17,S1A_IW_GRDH_1SDV_20220307T015814_20220307T015843_042209_0507B6_38FB.tif,2022-03-07 01:58:28.500,2022-03-07,-118.41512820297174,33.490039794803195,-118.01807284739091,33.81469093848399,4420,3614,2022-03-07 01:48:28.500,2022-03-07 02:08:28.500,AIS_2022_03_07.csv
18,S1A_IW_GRDH_1SDV_20220326T135243_20220326T135308_042493_05115D_5512.tif,2022-03-26 13:52:55.500,2022-03-26,-118.46670558129108,33.42736271652443,-117.839322186862,33.897001947062115,6984,5228,2022-03-26 13:42:55.500,2022-03-26 14:02:55.500,AIS_2022_03_26.csv
19,S1A_IW_GRDH_1SDV_20220407T135243_20220407T135308_042668_051743_12E4.tif,2022-04-07 13:52:55.500,2022-04-07,-118.46679791039861,33.427284990238675,-117.83923485291271,33.897014052304776,6986,5229,2022-04-07 13:42:55.500,2022-04-07 14:02:55.500,AIS_2022_04_07.csv
20,S1A_IW_GRDH_1SDV_20220419T135244_20220419T135309_042843_051D21_CFE2.tif,2022-04-19 13:52:56.500,2022-04-19,-118.46675577171155,33.4273404884482,-117.83937237728247,33.89697971898589,6984,5228,2022-04-19 13:42:56.500,2022-04-19 14:02:56.500,AIS_2022_04_19.csv
21,S1A_IW_GRDH_1SDV_20220506T015816_20220506T015845_043084_052511_F5BF.tif,2022-05-06 01:58:30.500,2022-05-06,-118.41517211331772,33.490075767353716,-117.92478179971688,33.82918978710884,5459,3775,2022-05-06 01:48:30.500,2022-05-06 02:08:30.500,AIS_2022_05_06.csv
22,S1A_IW_GRDH_1SDV_20220518T015817_20220518T015846_043259_052A8D_5D1E.tif,2022-05-18 01:58:31.500,2022-05-18,-118.41515988598287,33.49007576679629,-117.9245899093252,33.82918978655141,5461,3775,2022-05-18 01:48:31.500,2022-05-18 02:08:31.500,AIS_2022_05_18.csv
23,S1A_IW_GRDH_1SDV_20220530T015818_20220530T015847_043434_052FB9_EB32.tif,2022-05-30 01:58:32.500,2022-05-30,-118.41517695579246,33.49011760300752,-117.92640360970303,33.82887229664899,5441,3771,2022-05-30 01:48:32.500,2022-05-30 02:08:32.500,AIS_2022_05_30.csv
24,S1A_IW_GRDH_1SDV_20220611T015819_20220611T015848_043609_0534E5_5DE0.tif,2022-06-11 01:58:33.500,2022-06-11,-118.41521798140269,33.490132594778935,-117.92698362448373,33.82879745689199,5435,3770,2022-06-11 01:48:33.500,2022-06-11 02:08:33.500,AIS_2022_06_11.csv
25,S1A_IW_GRDH_1SDV_20220630T135248_20220630T135313_043893_053D68_C363.tif,2022-06-30 13:53:00.500,2022-06-30,-118.46668170215823,33.42735582037775,-117.83938813925757,33.896995050915436,6983,5228,2022-06-30 13:43:00.500,2022-06-30 14:03:00.500,AIS_2022_06_30.csv
26,S1A_IW_GRDH_1SDV_20220712T135249_20220712T135314_044068_05429F_6BA5.tif,2022-07-12 13:53:01.500,2022-07-12,-118.46672544685293,33.42734269443683,-117.83934205242386,33.89698192497452,6984,5228,2022-07-12 13:43:01.500,2022-07-12 14:03:01.500,AIS_2022_07_12.csv
27,S1B_IW_GRDH_1SDV_20210306T015735_20210306T015804_025888_031671_7F65.tif,2021-03-06 01:57:49.500,2021-03-06,-118.41554970650147,33.49017138450085,-117.99001775641405,33.819044610017,4737,3661,2021-03-06 01:47:49.500,2021-03-06 02:07:49.500,AIS_2021_03_06.csv
28,S1B_IW_GRDH_1SDV_20210318T015735_20210318T015804_026063_031C17_E855.tif,2021-03-18 01:57:49.500,2021-03-18,-118.41554891657405,33.49013825919977,-117.98965764037298,33.819101316244335,4741,3662,2021-03-18 01:47:49.500,2021-03-18 02:07:49.500,AIS_2021_03_18.csv
29,S1B_IW_GRDH_1SDV_20210406T135149_20210406T135214_026347_03252D_D221.tif,2021-04-06 13:52:01.500,2021-04-06,-118.46673164503918,33.42729173924516,-117.83871942991122,33.897020801311264,6991,5229,2021-04-06 13:42:01.500,2021-04-06 14:02:01.500,AIS_2021_04_06.csv
30,S1B_IW_GRDH_1SDV_20210423T015736_20210423T015806_026588_032CD3_ED9C.tif,2021-04-23 01:57:51.000,2021-04-23,-118.41554812023102,33.49013423845839,-117.98992633861519,33.81900746397454,4738,3661,2021-04-23 01:47:51.000,2021-04-23 02:07:51.000,AIS_2021_04_23.csv
31,S1B_IW_GRDH_1SDV_20210505T015737_20210505T015806_026763_03326A_27A5.tif,2021-05-05 01:57:51.500,2021-05-05,-118.41555304350761,33.49013747079576,-117.98912277813608,33.81919035936874,4747,3663,2021-05-05 01:47:51.500,2021-05-05 02:07:51.500,AIS_2021_05_05.csv
32,S1B_IW_GRDH_1SDV_20210605T014945_20210605T015010_027215_03403B_4C92.tif,2021-06-05 01:49:57.500,2021-06-05,-118.41430895403748,33.51486387960491,-117.89634036121416,33.83367597393893,5766,3549,2021-06-05 01:39:57.500,2021-06-05 01:59:57.500,AIS_2021_06_05.csv
33,S1B_IW_GRDH_1SDV_20210617T014946_20210617T015011_027390_034576_49F7.tif,2021-06-17 01:49:58.500,2021-06-17,-118.41439503121957,33.514783566169626,-117.89633660686785,33.83368549203205,5767,3550,2021-06-17 01:39:58.500,2021-06-17 01:59:58.500,AIS_2021_06_17.csv
34,S1B_IW_GRDH_1SDV_20210716T015741_20210716T015810_027813_0351A3_BFDA.tif,2021-07-16 01:57:55.500,2021-07-16,-118.41550084960127,33.490073618447695,-117.98978923645703,33.819036675492264,4739,3662,2021-07-16 01:47:55.500,2021-07-16 02:07:55.500,AIS_2021_07_16.csv
35,S1B_IW_GRDH_1SDV_20210728T015742_20210728T015811_027988_0356CA_0816.tif,2021-07-28 01:57:56.500,2021-07-28,-118.41559647521589,33.49008732633114,-117.97874575254856,33.82075718241554,4863,3681,2021-07-28 01:47:56.500,2021-07-28 02:07:56.500,AIS_2021_07_28.csv
36,S1B_IW_GRDH_1SDV_20210809T015743_20210809T015812_028163_035C1C_1B3F.tif,2021-08-09 01:57:57.500,2021-08-09,-118.41558019547037,33.49009115034084,-117.97801082057575,33.82085083795364,4871,3682,2021-08-09 01:47:57.500,2021-08-09 02:07:57.500,AIS_2021_08_09.csv
37,S1B_IW_GRDH_1SDV_20211027T135158_20211027T135223_029322_037FE8_D9F0.tif,2021-10-27 13:52:10.500,2021-10-27,-118.46673208124668,33.42724342200069,-117.83836054000507,33.896972484066794,6995,5229,2021-10-27 13:42:10.500,2021-10-27 14:02:10.500,AIS_2021_10_27.csv
38,S1B_IW_GRDH_1SDV_20211108T135158_20211108T135223_029497_03853D_B983.tif,2021-11-08 13:52:10.500,2021-11-08,-118.4666934472995,33.42729744793934,-117.8383219060579,33.896936678477026,6995,5228,2021-11-08 13:42:10.500,2021-11-08 14:02:10.500,AIS_2021_11_08.csv
39,S1B_IW_GRDH_1SDV_20211125T015744_20211125T015813_029738_038CAA_689F.tif,2021-11-25 01:57:58.500,2021-11-25,-118.41556137170627,33.49013238996991,-117.99056841078934,33.81891578395765,4731,3660,2021-11-25 01:47:58.500,2021-11-25 02:07:58.500,AIS_2021_11_25.csv
